tname	annotation	tfgenename	tfcount	rgenename	rcount	nprttype
Head	alpha´/beta´ Kenyon cell	luna	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	onecut	30	sNPF	30	np
Head	alpha´/beta´ Kenyon cell	pb	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	sima	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	slou	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	sr	6	AstC	6	np
Head	alpha´/beta´ Kenyon cell	sr	44	sNPF	44	np
Head	alpha´/beta´ Kenyon cell	svp	48	sNPF	48	np
Head	alpha´/beta´ Kenyon cell	toy	44	sNPF	44	np
Head	antennal lobe projection neuron	Atac3	1	sNPF	1	np
Head	antennal lobe projection neuron	BtbVII	1	sNPF	1	np
Head	antennal lobe projection neuron	CG16779	1	AstA	1	np
Head	antennal lobe projection neuron	CG16779	1	sNPF	1	np
Head	antennal lobe projection neuron	CG44247	2	AstA	2	np
Head	antennal lobe projection neuron	CG44247	2	sNPF	2	np
Head	antennal lobe projection neuron	Cf2	1	sNPF	1	np
Head	antennal lobe projection neuron	Clk	1	sNPF	1	np
Head	antennal lobe projection neuron	CrebB	1	sNPF	1	np
Head	antennal lobe projection neuron	E2f1	1	sNPF	1	np
Head	antennal lobe projection neuron	Hr38	1	sNPF	1	np
Head	antennal lobe projection neuron	Kdm4B	1	sNPF	1	np
Head	antennal lobe projection neuron	Lim3	1	AstA	1	np
Head	antennal lobe projection neuron	Lim3	1	sNPF	1	np
Head	antennal lobe projection neuron	Mef2	1	sNPF	1	np
Head	antennal lobe projection neuron	Psi	1	sNPF	1	np
Head	antennal lobe projection neuron	Rbp6	1	sNPF	1	np
Head	antennal lobe projection neuron	Rfx	1	sNPF	1	np
Head	antennal lobe projection neuron	Rx	1	AstA	1	np
Head	antennal lobe projection neuron	Six4	1	sNPF	1	np
Head	antennal lobe projection neuron	Sox21a	1	sNPF	1	np
Head	antennal lobe projection neuron	Tet	1	AstA	1	np
Head	antennal lobe projection neuron	Tet	1	sNPF	1	np
Head	antennal lobe projection neuron	TfAP-2	1	AstA	1	np
Head	antennal lobe projection neuron	Trf2	1	sNPF	1	np
Head	antennal lobe projection neuron	Vsx1	1	AstA	1	np
Head	antennal lobe projection neuron	Vsx2	2	AstA	2	np
Head	antennal lobe projection neuron	bru3	1	AstA	1	np
Head	antennal lobe projection neuron	crp	1	sNPF	1	np
Head	antennal lobe projection neuron	dimm	1	AstA	1	np
Head	antennal lobe projection neuron	dimm	1	Crz	1	np
Head	antennal lobe projection neuron	dimm	1	sNPF	1	np
Head	antennal lobe projection neuron	ey	1	sNPF	1	np
Head	antennal lobe projection neuron	fkh	1	sNPF	1	np
Head	antennal lobe projection neuron	hth	2	AstA	2	np
Head	antennal lobe projection neuron	hth	2	sNPF	2	np
Head	antennal lobe projection neuron	luna	1	sNPF	1	np
Head	antennal lobe projection neuron	onecut	1	sNPF	1	np
Head	antennal lobe projection neuron	pb	1	sNPF	1	np
Head	antennal lobe projection neuron	sima	1	sNPF	1	np
Head	antennal lobe projection neuron	slou	1	sNPF	1	np
Head	antennal lobe projection neuron	sr	1	sNPF	1	np
Head	antennal lobe projection neuron	svp	2	sNPF	2	np
Head	antennal lobe projection neuron	toy	1	sNPF	1	np
Head	antennal trichoid sensillum at4	Atac3	3	sNPF	3	np
Head	antennal trichoid sensillum at4	BtbVII	3	sNPF	3	np
Head	antennal trichoid sensillum at4	CG16779	3	sNPF	3	np
Head	antennal trichoid sensillum at4	CG44247	6	sNPF	6	np
Head	antennal trichoid sensillum at4	Cf2	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Clk	3	sNPF	3	np
Head	antennal trichoid sensillum at4	CrebB	3	sNPF	3	np
Head	antennal trichoid sensillum at4	E2f1	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Hr38	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Kdm4B	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Lim3	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Mef2	6	sNPF	6	np
Head	antennal trichoid sensillum at4	Psi	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Rbp6	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Rfx	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Six4	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Sox21a	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Tet	3	sNPF	3	np
Head	antennal trichoid sensillum at4	Trf2	3	sNPF	3	np
Head	antennal trichoid sensillum at4	crp	3	sNPF	3	np
Head	antennal trichoid sensillum at4	cyc	3	sNPF	3	np
Head	antennal trichoid sensillum at4	dimm	3	sNPF	3	np
Head	antennal trichoid sensillum at4	ey	3	sNPF	3	np
Head	antennal trichoid sensillum at4	fkh	3	sNPF	3	np
Head	antennal trichoid sensillum at4	hth	5	sNPF	5	np
Head	antennal trichoid sensillum at4	luna	3	sNPF	3	np
Head	antennal trichoid sensillum at4	onecut	5	sNPF	5	np
Head	antennal trichoid sensillum at4	pb	3	sNPF	3	np
Head	antennal trichoid sensillum at4	sima	3	sNPF	3	np
Head	antennal trichoid sensillum at4	slou	3	sNPF	3	np
Head	antennal trichoid sensillum at4	sr	6	sNPF	6	np
Head	antennal trichoid sensillum at4	svp	6	sNPF	6	np
Head	antennal trichoid sensillum at4	toy	6	sNPF	6	np
Head	artefact	Atac3	171	sNPF	171	np
Head	artefact	BtbVII	171	sNPF	171	np
Head	artefact	CG16779	19	AstA	19	np
Head	artefact	CG16779	24	AstC	24	np
Head	artefact	CG16779	171	sNPF	171	np
Head	artefact	CG32532	3	SIFa	3	np
Head	artefact	CG44247	38	AstA	38	np
Head	artefact	CG44247	46	AstC	46	np
Head	artefact	CG44247	26	FMRFa	26	np
Head	artefact	CG44247	332	sNPF	332	np
Head	artefact	Cf2	171	sNPF	171	np
Head	artefact	Clk	171	sNPF	171	np
Head	artefact	CrebB	171	sNPF	171	np
Head	artefact	E2f1	24	AstC	24	np
Head	artefact	E2f1	171	sNPF	171	np
Head	artefact	Ets96B	3	NPF	3	np
Head	artefact	Hr38	170	sNPF	170	np
Head	artefact	Kdm4B	171	sNPF	171	np
Head	artefact	Lim3	19	AstA	19	np
Head	artefact	Lim3	171	sNPF	171	np
Head	artefact	Mef2	268	sNPF	268	np
Head	artefact	Mnt	24	AstC	24	np
Head	artefact	Psi	171	sNPF	171	np
Head	artefact	Rbp6	171	sNPF	171	np
Head	artefact	Rfx	24	AstC	24	np
Head	artefact	Rfx	3	NPF	3	np
Head	artefact	Rfx	171	sNPF	171	np
Head	artefact	Rx	19	AstA	19	np
Head	artefact	Rx	3	NPF	3	np
Head	artefact	Scr	6	FMRFa	6	np
Head	artefact	Six4	24	AstC	24	np
Head	artefact	Six4	171	sNPF	171	np
Head	artefact	Sox21a	171	sNPF	171	np
Head	artefact	Tet	19	AstA	19	np
Head	artefact	Tet	171	sNPF	171	np
Head	artefact	TfAP-2	5	AstA	5	np
Head	artefact	Trf2	171	sNPF	171	np
Head	artefact	Vsx1	19	AstA	19	np
Head	artefact	Vsx2	32	AstA	32	np
Head	artefact	bru3	19	AstA	19	np
Head	artefact	crp	171	sNPF	171	np
Head	artefact	cyc	169	sNPF	169	np
Head	artefact	dimm	19	AstA	19	np
Head	artefact	dimm	24	AstC	24	np
Head	artefact	dimm	19	Crz	19	np
Head	artefact	dimm	3	NPF	3	np
Head	artefact	dimm	171	sNPF	171	np
Head	artefact	ey	171	sNPF	171	np
Head	artefact	fkh	171	sNPF	171	np
Head	artefact	hth	38	AstA	38	np
Head	artefact	hth	342	sNPF	342	np
Head	artefact	luna	171	sNPF	171	np
Head	artefact	nub	3	FMRFa	3	np
Head	artefact	onecut	174	sNPF	174	np
Head	artefact	pb	171	sNPF	171	np
Head	artefact	sima	171	sNPF	171	np
Head	artefact	slou	171	sNPF	171	np
Head	artefact	sr	37	AstC	37	np
Head	artefact	sr	22	FMRFa	22	np
Head	artefact	sr	272	sNPF	272	np
Head	artefact	svp	259	sNPF	259	np
Head	artefact	toy	298	sNPF	298	np
Head	auditory sensory neuron	Atac3	36	sNPF	36	np
Head	auditory sensory neuron	BtbVII	39	sNPF	39	np
Head	auditory sensory neuron	CG16779	1	AstA	1	np
Head	auditory sensory neuron	CG16779	1	AstC	1	np
Head	auditory sensory neuron	CG16779	39	sNPF	39	np
Head	auditory sensory neuron	CG32532	2	SIFa	2	np
Head	auditory sensory neuron	CG44247	2	AstA	2	np
Head	auditory sensory neuron	CG44247	2	AstC	2	np
Head	auditory sensory neuron	CG44247	2	FMRFa	2	np
Head	auditory sensory neuron	CG44247	77	sNPF	77	np
Head	auditory sensory neuron	Cf2	39	sNPF	39	np
Head	auditory sensory neuron	Clk	39	sNPF	39	np
Head	auditory sensory neuron	CrebB	39	sNPF	39	np
Head	auditory sensory neuron	E2f1	1	AstC	1	np
Head	auditory sensory neuron	E2f1	39	sNPF	39	np
Head	auditory sensory neuron	Ets96B	3	NPF	3	np
Head	auditory sensory neuron	Hr38	37	sNPF	37	np
Head	auditory sensory neuron	Kdm4B	39	sNPF	39	np
Head	auditory sensory neuron	Lim3	1	AstA	1	np
Head	auditory sensory neuron	Lim3	39	sNPF	39	np
Head	auditory sensory neuron	Mef2	59	sNPF	59	np
Head	auditory sensory neuron	Mnt	1	AstC	1	np
Head	auditory sensory neuron	Psi	39	sNPF	39	np
Head	auditory sensory neuron	Rbp6	39	sNPF	39	np
Head	auditory sensory neuron	Rfx	1	AstC	1	np
Head	auditory sensory neuron	Rfx	3	NPF	3	np
Head	auditory sensory neuron	Rfx	39	sNPF	39	np
Head	auditory sensory neuron	Rx	1	AstA	1	np
Head	auditory sensory neuron	Rx	3	NPF	3	np
Head	auditory sensory neuron	Scr	1	FMRFa	1	np
Head	auditory sensory neuron	Six4	1	AstC	1	np
Head	auditory sensory neuron	Six4	39	sNPF	39	np
Head	auditory sensory neuron	Sox21a	39	sNPF	39	np
Head	auditory sensory neuron	Tet	1	AstA	1	np
Head	auditory sensory neuron	Tet	39	sNPF	39	np
Head	auditory sensory neuron	TfAP-2	1	AstA	1	np
Head	auditory sensory neuron	Trf2	39	sNPF	39	np
Head	auditory sensory neuron	Vsx1	1	AstA	1	np
Head	auditory sensory neuron	Vsx2	2	AstA	2	np
Head	auditory sensory neuron	bru3	1	AstA	1	np
Head	auditory sensory neuron	crp	39	sNPF	39	np
Head	auditory sensory neuron	cyc	34	sNPF	34	np
Head	auditory sensory neuron	dimm	1	AstA	1	np
Head	auditory sensory neuron	dimm	1	AstC	1	np
Head	auditory sensory neuron	dimm	2	Crz	2	np
Head	auditory sensory neuron	dimm	3	NPF	3	np
Head	auditory sensory neuron	dimm	39	sNPF	39	np
Head	auditory sensory neuron	ey	39	sNPF	39	np
Head	auditory sensory neuron	fkh	39	sNPF	39	np
Head	auditory sensory neuron	hth	2	AstA	2	np
Head	auditory sensory neuron	hth	78	sNPF	78	np
Head	auditory sensory neuron	luna	39	sNPF	39	np
Head	auditory sensory neuron	onecut	50	sNPF	50	np
Head	auditory sensory neuron	pb	39	sNPF	39	np
Head	auditory sensory neuron	sima	39	sNPF	39	np
Head	auditory sensory neuron	slou	39	sNPF	39	np
Head	auditory sensory neuron	sr	2	AstC	2	np
Head	auditory sensory neuron	sr	2	FMRFa	2	np
Head	auditory sensory neuron	sr	60	sNPF	60	np
Head	auditory sensory neuron	svp	64	sNPF	64	np
Head	auditory sensory neuron	toy	66	sNPF	66	np
Head	centrifugal neuron C2	Atac3	10	sNPF	10	np
Head	centrifugal neuron C2	BtbVII	13	sNPF	13	np
Head	centrifugal neuron C2	CG16779	6	AstA	6	np
Head	centrifugal neuron C2	CG16779	2	AstC	2	np
Head	centrifugal neuron C2	CG16779	13	sNPF	13	np
Head	centrifugal neuron C2	CG32532	1	SIFa	1	np
Head	centrifugal neuron C2	CG44247	11	AstA	11	np
Head	centrifugal neuron C2	CG44247	4	AstC	4	np
Head	centrifugal neuron C2	CG44247	25	sNPF	25	np
Head	centrifugal neuron C2	Cf2	13	sNPF	13	np
Head	centrifugal neuron C2	Clk	13	sNPF	13	np
Head	centrifugal neuron C2	CrebB	13	sNPF	13	np
Head	centrifugal neuron C2	E2f1	2	AstC	2	np
Head	centrifugal neuron C2	E2f1	13	sNPF	13	np
Head	centrifugal neuron C2	Ets96B	3	NPF	3	np
Head	centrifugal neuron C2	Hr38	13	sNPF	13	np
Head	centrifugal neuron C2	Kdm4B	13	sNPF	13	np
Head	centrifugal neuron C2	Lim3	6	AstA	6	np
Head	centrifugal neuron C2	Lim3	13	sNPF	13	np
Head	centrifugal neuron C2	Mef2	20	sNPF	20	np
Head	centrifugal neuron C2	Mnt	2	AstC	2	np
Head	centrifugal neuron C2	Psi	13	sNPF	13	np
Head	centrifugal neuron C2	Rbp6	13	sNPF	13	np
Head	centrifugal neuron C2	Rfx	2	AstC	2	np
Head	centrifugal neuron C2	Rfx	3	NPF	3	np
Head	centrifugal neuron C2	Rfx	13	sNPF	13	np
Head	centrifugal neuron C2	Rx	6	AstA	6	np
Head	centrifugal neuron C2	Rx	3	NPF	3	np
Head	centrifugal neuron C2	SREBP	2	Capa	2	np
Head	centrifugal neuron C2	Six4	2	AstC	2	np
Head	centrifugal neuron C2	Six4	13	sNPF	13	np
Head	centrifugal neuron C2	Sox21a	13	sNPF	13	np
Head	centrifugal neuron C2	Tet	6	AstA	6	np
Head	centrifugal neuron C2	Tet	13	sNPF	13	np
Head	centrifugal neuron C2	TfAP-2	6	AstA	6	np
Head	centrifugal neuron C2	Trf2	13	sNPF	13	np
Head	centrifugal neuron C2	Vsx1	6	AstA	6	np
Head	centrifugal neuron C2	Vsx2	12	AstA	12	np
Head	centrifugal neuron C2	bru3	6	AstA	6	np
Head	centrifugal neuron C2	crp	13	sNPF	13	np
Head	centrifugal neuron C2	cyc	8	sNPF	8	np
Head	centrifugal neuron C2	dimm	6	AstA	6	np
Head	centrifugal neuron C2	dimm	2	AstC	2	np
Head	centrifugal neuron C2	dimm	4	Crz	4	np
Head	centrifugal neuron C2	dimm	3	NPF	3	np
Head	centrifugal neuron C2	dimm	13	sNPF	13	np
Head	centrifugal neuron C2	ey	13	sNPF	13	np
Head	centrifugal neuron C2	fkh	13	sNPF	13	np
Head	centrifugal neuron C2	ftz-f1	4	Capa	4	np
Head	centrifugal neuron C2	hth	12	AstA	12	np
Head	centrifugal neuron C2	hth	26	sNPF	26	np
Head	centrifugal neuron C2	luna	13	sNPF	13	np
Head	centrifugal neuron C2	onecut	18	sNPF	18	np
Head	centrifugal neuron C2	pb	13	sNPF	13	np
Head	centrifugal neuron C2	scrt	2	Capa	2	np
Head	centrifugal neuron C2	sima	13	sNPF	13	np
Head	centrifugal neuron C2	slou	13	sNPF	13	np
Head	centrifugal neuron C2	sr	3	AstC	3	np
Head	centrifugal neuron C2	sr	23	sNPF	23	np
Head	centrifugal neuron C2	svp	26	sNPF	26	np
Head	centrifugal neuron C2	toy	24	sNPF	24	np
Head	centrifugal neuron C3	Atac3	27	sNPF	27	np
Head	centrifugal neuron C3	BtbVII	30	sNPF	30	np
Head	centrifugal neuron C3	CG16779	2	AstA	2	np
Head	centrifugal neuron C3	CG16779	4	AstC	4	np
Head	centrifugal neuron C3	CG16779	30	sNPF	30	np
Head	centrifugal neuron C3	CG44247	4	AstA	4	np
Head	centrifugal neuron C3	CG44247	8	AstC	8	np
Head	centrifugal neuron C3	CG44247	8	FMRFa	8	np
Head	centrifugal neuron C3	CG44247	56	sNPF	56	np
Head	centrifugal neuron C3	Cf2	30	sNPF	30	np
Head	centrifugal neuron C3	Clk	30	sNPF	30	np
Head	centrifugal neuron C3	CrebB	30	sNPF	30	np
Head	centrifugal neuron C3	E2f1	4	AstC	4	np
Head	centrifugal neuron C3	E2f1	30	sNPF	30	np
Head	centrifugal neuron C3	Ets96B	1	NPF	1	np
Head	centrifugal neuron C3	Hr38	30	sNPF	30	np
Head	centrifugal neuron C3	Kdm4B	30	sNPF	30	np
Head	centrifugal neuron C3	Lim3	2	AstA	2	np
Head	centrifugal neuron C3	Lim3	30	sNPF	30	np
Head	centrifugal neuron C3	Mef2	50	sNPF	50	np
Head	centrifugal neuron C3	Mnt	4	AstC	4	np
Head	centrifugal neuron C3	Psi	30	sNPF	30	np
Head	centrifugal neuron C3	Rbp6	30	sNPF	30	np
Head	centrifugal neuron C3	Rfx	4	AstC	4	np
Head	centrifugal neuron C3	Rfx	1	NPF	1	np
Head	centrifugal neuron C3	Rfx	30	sNPF	30	np
Head	centrifugal neuron C3	Rx	2	AstA	2	np
Head	centrifugal neuron C3	Rx	1	NPF	1	np
Head	centrifugal neuron C3	SREBP	5	Capa	5	np
Head	centrifugal neuron C3	Scr	4	FMRFa	4	np
Head	centrifugal neuron C3	Six4	4	AstC	4	np
Head	centrifugal neuron C3	Six4	30	sNPF	30	np
Head	centrifugal neuron C3	Sox21a	30	sNPF	30	np
Head	centrifugal neuron C3	Tet	2	AstA	2	np
Head	centrifugal neuron C3	Tet	30	sNPF	30	np
Head	centrifugal neuron C3	TfAP-2	2	AstA	2	np
Head	centrifugal neuron C3	Trf2	30	sNPF	30	np
Head	centrifugal neuron C3	Vsx1	2	AstA	2	np
Head	centrifugal neuron C3	Vsx2	4	AstA	4	np
Head	centrifugal neuron C3	bru3	2	AstA	2	np
Head	centrifugal neuron C3	crp	30	sNPF	30	np
Head	centrifugal neuron C3	cyc	24	sNPF	24	np
Head	centrifugal neuron C3	dimm	2	AstA	2	np
Head	centrifugal neuron C3	dimm	4	AstC	4	np
Head	centrifugal neuron C3	dimm	3	Crz	3	np
Head	centrifugal neuron C3	dimm	1	NPF	1	np
Head	centrifugal neuron C3	dimm	30	sNPF	30	np
Head	centrifugal neuron C3	ey	30	sNPF	30	np
Head	centrifugal neuron C3	fkh	30	sNPF	30	np
Head	centrifugal neuron C3	ftz-f1	10	Capa	10	np
Head	centrifugal neuron C3	hth	4	AstA	4	np
Head	centrifugal neuron C3	hth	60	sNPF	60	np
Head	centrifugal neuron C3	luna	30	sNPF	30	np
Head	centrifugal neuron C3	nub	2	FMRFa	2	np
Head	centrifugal neuron C3	onecut	33	sNPF	33	np
Head	centrifugal neuron C3	pb	30	sNPF	30	np
Head	centrifugal neuron C3	scrt	5	Capa	5	np
Head	centrifugal neuron C3	sima	30	sNPF	30	np
Head	centrifugal neuron C3	slou	30	sNPF	30	np
Head	centrifugal neuron C3	sr	7	AstC	7	np
Head	centrifugal neuron C3	sr	7	FMRFa	7	np
Head	centrifugal neuron C3	sr	51	sNPF	51	np
Head	centrifugal neuron C3	svp	53	sNPF	53	np
Head	centrifugal neuron C3	toy	55	sNPF	55	np
Head	columnar neuron T1	Atac3	127	sNPF	127	np
Head	columnar neuron T1	BtbVII	148	sNPF	148	np
Head	columnar neuron T1	CG16779	23	AstA	23	np
Head	columnar neuron T1	CG16779	30	AstC	30	np
Head	columnar neuron T1	CG16779	148	sNPF	148	np
Head	columnar neuron T1	CG32532	5	SIFa	5	np
Head	columnar neuron T1	CG44247	46	AstA	46	np
Head	columnar neuron T1	CG44247	60	AstC	60	np
Head	columnar neuron T1	CG44247	8	FMRFa	8	np
Head	columnar neuron T1	CG44247	291	sNPF	291	np
Head	columnar neuron T1	Cf2	148	sNPF	148	np
Head	columnar neuron T1	Clk	148	sNPF	148	np
Head	columnar neuron T1	CrebB	148	sNPF	148	np
Head	columnar neuron T1	E2f1	30	AstC	30	np
Head	columnar neuron T1	E2f1	148	sNPF	148	np
Head	columnar neuron T1	Ets96B	9	NPF	9	np
Head	columnar neuron T1	Hr38	145	sNPF	145	np
Head	columnar neuron T1	Kdm4B	148	sNPF	148	np
Head	columnar neuron T1	Lim3	23	AstA	23	np
Head	columnar neuron T1	Lim3	148	sNPF	148	np
Head	columnar neuron T1	Mef2	232	sNPF	232	np
Head	columnar neuron T1	Mnt	30	AstC	30	np
Head	columnar neuron T1	Psi	148	sNPF	148	np
Head	columnar neuron T1	Rbp6	148	sNPF	148	np
Head	columnar neuron T1	Rfx	30	AstC	30	np
Head	columnar neuron T1	Rfx	9	NPF	9	np
Head	columnar neuron T1	Rfx	148	sNPF	148	np
Head	columnar neuron T1	Rx	23	AstA	23	np
Head	columnar neuron T1	Rx	9	NPF	9	np
Head	columnar neuron T1	SREBP	8	Capa	8	np
Head	columnar neuron T1	Scr	2	FMRFa	2	np
Head	columnar neuron T1	Six4	30	AstC	30	np
Head	columnar neuron T1	Six4	147	sNPF	147	np
Head	columnar neuron T1	Sox21a	148	sNPF	148	np
Head	columnar neuron T1	Tet	23	AstA	23	np
Head	columnar neuron T1	Tet	148	sNPF	148	np
Head	columnar neuron T1	TfAP-2	18	AstA	18	np
Head	columnar neuron T1	Trf2	148	sNPF	148	np
Head	columnar neuron T1	Vsx1	23	AstA	23	np
Head	columnar neuron T1	Vsx2	41	AstA	41	np
Head	columnar neuron T1	bru3	23	AstA	23	np
Head	columnar neuron T1	crp	148	sNPF	148	np
Head	columnar neuron T1	cyc	120	sNPF	120	np
Head	columnar neuron T1	dimm	23	AstA	23	np
Head	columnar neuron T1	dimm	30	AstC	30	np
Head	columnar neuron T1	dimm	481	Crz	481	np
Head	columnar neuron T1	dimm	9	NPF	9	np
Head	columnar neuron T1	dimm	2	natalisin	2	np
Head	columnar neuron T1	dimm	148	sNPF	148	np
Head	columnar neuron T1	ey	148	sNPF	148	np
Head	columnar neuron T1	fkh	148	sNPF	148	np
Head	columnar neuron T1	ftz-f1	16	Capa	16	np
Head	columnar neuron T1	hth	45	AstA	45	np
Head	columnar neuron T1	hth	294	sNPF	294	np
Head	columnar neuron T1	luna	148	sNPF	148	np
Head	columnar neuron T1	nub	2	FMRFa	2	np
Head	columnar neuron T1	onecut	163	sNPF	163	np
Head	columnar neuron T1	pb	148	sNPF	148	np
Head	columnar neuron T1	scrt	8	Capa	8	np
Head	columnar neuron T1	sima	148	sNPF	148	np
Head	columnar neuron T1	slou	148	sNPF	148	np
Head	columnar neuron T1	sr	55	AstC	55	np
Head	columnar neuron T1	sr	8	FMRFa	8	np
Head	columnar neuron T1	sr	260	sNPF	260	np
Head	columnar neuron T1	svp	231	sNPF	231	np
Head	columnar neuron T1	toy	240	sNPF	240	np
Head	cone cell	Atac3	76	sNPF	76	np
Head	cone cell	BtbVII	92	sNPF	92	np
Head	cone cell	CG16779	21	AstA	21	np
Head	cone cell	CG16779	18	AstC	18	np
Head	cone cell	CG16779	92	sNPF	92	np
Head	cone cell	CG32532	2	SIFa	2	np
Head	cone cell	CG44247	42	AstA	42	np
Head	cone cell	CG44247	36	AstC	36	np
Head	cone cell	CG44247	6	FMRFa	6	np
Head	cone cell	CG44247	183	sNPF	183	np
Head	cone cell	Cf2	92	sNPF	92	np
Head	cone cell	Clk	92	sNPF	92	np
Head	cone cell	CrebB	92	sNPF	92	np
Head	cone cell	E2f1	18	AstC	18	np
Head	cone cell	E2f1	92	sNPF	92	np
Head	cone cell	Ets96B	20	NPF	20	np
Head	cone cell	Hr38	91	sNPF	91	np
Head	cone cell	Kdm4B	92	sNPF	92	np
Head	cone cell	Lim3	21	AstA	21	np
Head	cone cell	Lim3	92	sNPF	92	np
Head	cone cell	Mef2	169	sNPF	169	np
Head	cone cell	Mnt	18	AstC	18	np
Head	cone cell	Psi	92	sNPF	92	np
Head	cone cell	Rbp6	92	sNPF	92	np
Head	cone cell	Rfx	18	AstC	18	np
Head	cone cell	Rfx	20	NPF	20	np
Head	cone cell	Rfx	92	sNPF	92	np
Head	cone cell	Rx	21	AstA	21	np
Head	cone cell	Rx	20	NPF	20	np
Head	cone cell	SREBP	13	Capa	13	np
Head	cone cell	Scr	2	FMRFa	2	np
Head	cone cell	Six4	14	AstC	14	np
Head	cone cell	Six4	78	sNPF	78	np
Head	cone cell	Sox21a	92	sNPF	92	np
Head	cone cell	Tet	21	AstA	21	np
Head	cone cell	Tet	92	sNPF	92	np
Head	cone cell	TfAP-2	20	AstA	20	np
Head	cone cell	Trf2	92	sNPF	92	np
Head	cone cell	Vsx1	21	AstA	21	np
Head	cone cell	Vsx2	42	AstA	42	np
Head	cone cell	bru3	21	AstA	21	np
Head	cone cell	crp	92	sNPF	92	np
Head	cone cell	cyc	71	sNPF	71	np
Head	cone cell	dimm	21	AstA	21	np
Head	cone cell	dimm	18	AstC	18	np
Head	cone cell	dimm	14	Crz	14	np
Head	cone cell	dimm	20	NPF	20	np
Head	cone cell	dimm	5	natalisin	5	np
Head	cone cell	dimm	92	sNPF	92	np
Head	cone cell	ey	92	sNPF	92	np
Head	cone cell	fkh	92	sNPF	92	np
Head	cone cell	ftz-f1	26	Capa	26	np
Head	cone cell	hth	40	AstA	40	np
Head	cone cell	hth	178	sNPF	178	np
Head	cone cell	luna	92	sNPF	92	np
Head	cone cell	nub	3	FMRFa	3	np
Head	cone cell	onecut	161	sNPF	161	np
Head	cone cell	pb	92	sNPF	92	np
Head	cone cell	scrt	13	Capa	13	np
Head	cone cell	sima	92	sNPF	92	np
Head	cone cell	slou	92	sNPF	92	np
Head	cone cell	sr	36	AstC	36	np
Head	cone cell	sr	6	FMRFa	6	np
Head	cone cell	sr	179	sNPF	179	np
Head	cone cell	svp	155	sNPF	155	np
Head	cone cell	toy	178	sNPF	178	np
Head	distal medullary amacrine neuron Dm10	Atac3	10	sNPF	10	np
Head	distal medullary amacrine neuron Dm10	BtbVII	13	sNPF	13	np
Head	distal medullary amacrine neuron Dm10	CG16779	5	AstA	5	np
Head	distal medullary amacrine neuron Dm10	CG16779	13	sNPF	13	np
Head	distal medullary amacrine neuron Dm10	CG44247	10	AstA	10	np
Head	distal medullary amacrine neuron Dm10	CG44247	25	sNPF	25	np
