tname	annotation	tfgenename	tfcount	npgenename	npcount	nprgenename	nprcount
Body	adult tracheal cell	Lim3	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	acj6	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	dimm	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	ftz-f1	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	kn	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	onecut	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	pdm3	1	sNPF	1	sNPF-R	1
Body	adult tracheal cell	sr	4	sNPF	4	sNPF-R	4
Body	adult ventral nervous system	Atf6	319	sNPF	319	sNPF-R	319
Body	adult ventral nervous system	CG16779	96	AstA	96	AstA-R1	96
Body	adult ventral nervous system	CG16779	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	HGTX	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	Lim3	96	AstA	96	AstA-R1	96
Body	adult ventral nervous system	Lim3	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	acj6	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	dimm	59	AstC	59	AstC-R1	59
Body	adult ventral nervous system	dimm	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	ftz-f1	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	kn	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	onecut	96	AstA	96	AstA-R1	96
Body	adult ventral nervous system	onecut	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	pdm3	103	sNPF	103	sNPF-R	103
Body	adult ventral nervous system	sr	36	FMRFa	36	FMRFaR	36
Body	adult ventral nervous system	sr	391	sNPF	391	sNPF-R	391
Body	enteroendocrine cell	Atf6	4	sNPF	4	sNPF-R	4
Body	enteroendocrine cell	CG16779	3	AstA	3	AstA-R1	3
Body	enteroendocrine cell	CG16779	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	HGTX	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	Lim3	3	AstA	3	AstA-R1	3
Body	enteroendocrine cell	Lim3	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	acj6	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	dimm	7	AstC	7	AstC-R1	7
Body	enteroendocrine cell	dimm	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	ftz-f1	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	kn	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	onecut	3	AstA	3	AstA-R1	3
Body	enteroendocrine cell	onecut	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	pdm3	1	sNPF	1	sNPF-R	1
Body	enteroendocrine cell	sr	4	sNPF	4	sNPF-R	4
Body	escort cell	CG16779	1	AstA	1	AstA-R1	1
Body	escort cell	Lim3	1	AstA	1	AstA-R1	1
Body	escort cell	onecut	1	AstA	1	AstA-R1	1
Body	follicle cell	CG16779	2	AstA	2	AstA-R1	2
Body	follicle cell	Lim3	2	AstA	2	AstA-R1	2
Body	follicle cell	onecut	2	AstA	2	AstA-R1	2
Body	gustatory receptor neuron	Atf6	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	CG16779	1	AstA	1	AstA-R1	1
Body	gustatory receptor neuron	CG16779	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	HGTX	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	Lim3	1	AstA	1	AstA-R1	1
Body	gustatory receptor neuron	Lim3	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	acj6	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	dimm	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	ftz-f1	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	kn	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	onecut	1	AstA	1	AstA-R1	1
Body	gustatory receptor neuron	onecut	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	pdm3	1	sNPF	1	sNPF-R	1
Body	gustatory receptor neuron	sr	4	sNPF	4	sNPF-R	4
Body	hemocyte	CG16779	1	AstA	1	AstA-R1	1
Body	hemocyte	Lim3	1	AstA	1	AstA-R1	1
Body	hemocyte	onecut	1	AstA	1	AstA-R1	1
Body	leg muscle motor neuron	CG16779	6	AstA	6	AstA-R1	6
Body	leg muscle motor neuron	Lim3	6	AstA	6	AstA-R1	6
Body	leg muscle motor neuron	dimm	1	AstC	1	AstC-R2	1
Body	leg muscle motor neuron	onecut	6	AstA	6	AstA-R1	6
Body	leg muscle motor neuron	sr	4	FMRFa	4	FMRFaR	4
Body	leg taste bristle chemosensory neuron	CG16779	2	AstA	2	AstA-R1	2
Body	leg taste bristle chemosensory neuron	Lim3	2	AstA	2	AstA-R1	2
Body	leg taste bristle chemosensory neuron	onecut	2	AstA	2	AstA-R1	2
Body	multidendritic neuron	Atf6	33	sNPF	33	sNPF-R	33
Body	multidendritic neuron	CG16779	5	AstA	5	AstA-R1	5
Body	multidendritic neuron	CG16779	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	HGTX	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	Lim3	5	AstA	5	AstA-R1	5
Body	multidendritic neuron	Lim3	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	acj6	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	dimm	5	AstC	5	AstC-R1	5
Body	multidendritic neuron	dimm	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	ftz-f1	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	kn	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	onecut	5	AstA	5	AstA-R1	5
Body	multidendritic neuron	onecut	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	pdm3	9	sNPF	9	sNPF-R	9
Body	multidendritic neuron	sr	33	sNPF	33	sNPF-R	33
Body	muscle cell	Atf6	4	sNPF	4	sNPF-R	4
Body	muscle cell	CG16779	4	AstA	4	AstA-R1	4
Body	muscle cell	CG16779	1	sNPF	1	sNPF-R	1
Body	muscle cell	HGTX	1	sNPF	1	sNPF-R	1
Body	muscle cell	Lim3	4	AstA	4	AstA-R1	4
Body	muscle cell	Lim3	1	sNPF	1	sNPF-R	1
Body	muscle cell	acj6	1	sNPF	1	sNPF-R	1
Body	muscle cell	dimm	7	AstC	7	AstC-R1	7
Body	muscle cell	dimm	1	sNPF	1	sNPF-R	1
Body	muscle cell	ftz-f1	1	sNPF	1	sNPF-R	1
Body	muscle cell	kn	1	sNPF	1	sNPF-R	1
Body	muscle cell	onecut	4	AstA	4	AstA-R1	4
Body	muscle cell	onecut	1	sNPF	1	sNPF-R	1
Body	muscle cell	pdm3	1	sNPF	1	sNPF-R	1
Body	muscle cell	sr	36	FMRFa	36	FMRFaR	36
Body	muscle cell	sr	1	sNPF	1	sNPF-R	1
Body	scolopidial neuron	Atf6	5	sNPF	5	sNPF-R	5
Body	scolopidial neuron	CG16779	3	AstA	3	AstA-R1	3
Body	scolopidial neuron	CG16779	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	HGTX	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	Lim3	3	AstA	3	AstA-R1	3
Body	scolopidial neuron	Lim3	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	acj6	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	dimm	1	AstC	1	AstC-R1	1
Body	scolopidial neuron	dimm	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	ftz-f1	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	kn	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	onecut	3	AstA	3	AstA-R1	3
Body	scolopidial neuron	onecut	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	pdm3	2	sNPF	2	sNPF-R	2
Body	scolopidial neuron	sr	8	sNPF	8	sNPF-R	8
Body	unannotated	CG16779	4	AstA	4	AstA-R1	4
Body	unannotated	Lim3	4	AstA	4	AstA-R1	4
Body	unannotated	dimm	1	AstC	1	AstC-R1	1
Body	unannotated	onecut	4	AstA	4	AstA-R1	4
Antenna	adult antenna glial cell	CHES-1-like	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Fer1	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Kdm4B	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Max	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Mef2	47	sNPF	47	sNPF-R	47
Antenna	adult antenna glial cell	Myc	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Rbp6	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Rfx	53	sNPF	53	sNPF-R	53
Antenna	adult antenna glial cell	Stat92E	44	sNPF	44	sNPF-R	44
Antenna	adult antenna glial cell	Trf2	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	Xbp1	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	crc	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	onecut	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	peb	14	sNPF	14	sNPF-R	14
Antenna	adult antenna glial cell	pnt	56	sNPF	56	sNPF-R	56
Antenna	adult antenna glial cell	sr	50	sNPF	50	sNPF-R	50
Antenna	adult antenna glial cell	trx	14	sNPF	14	sNPF-R	14
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	CHES-1-like	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Fer1	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Kdm4B	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Max	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Mef2	26	sNPF	26	sNPF-R	26
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Myc	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Rbp6	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Rfx	23	sNPF	23	sNPF-R	23
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Stat92E	17	sNPF	17	sNPF-R	17
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Trf2	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	Xbp1	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	crc	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	onecut	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	peb	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	pnt	32	sNPF	32	sNPF-R	32
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	sr	26	sNPF	26	sNPF-R	26
Antenna	adult olfactory receptor neuron acid-sensing, Ir64a	trx	8	sNPF	8	sNPF-R	8
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	CHES-1-like	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Fer1	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Kdm4B	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Max	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Mef2	203	sNPF	203	sNPF-R	203
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Myc	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Rbp6	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Rfx	170	sNPF	170	sNPF-R	170
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Stat92E	158	sNPF	158	sNPF-R	158
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Trf2	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	Xbp1	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	crc	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	onecut	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	peb	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	pnt	236	sNPF	236	sNPF-R	236
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	sr	182	sNPF	182	sNPF-R	182
Antenna	adult olfactory receptor neuron acid-sensing, Ir75a/b/c, Ir64a	trx	59	sNPF	59	sNPF-R	59
Antenna	adult olfactory receptor neuron Gr21a/63a	CHES-1-like	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Fer1	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Kdm4B	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Max	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Mef2	205	sNPF	205	sNPF-R	205
Antenna	adult olfactory receptor neuron Gr21a/63a	Myc	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Rbp6	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Rfx	169	sNPF	169	sNPF-R	169
Antenna	adult olfactory receptor neuron Gr21a/63a	Stat92E	151	sNPF	151	sNPF-R	151
Antenna	adult olfactory receptor neuron Gr21a/63a	Trf2	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	Xbp1	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	crc	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	onecut	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	peb	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Gr21a/63a	pnt	232	sNPF	232	sNPF-R	232
Antenna	adult olfactory receptor neuron Gr21a/63a	sr	175	sNPF	175	sNPF-R	175
Antenna	adult olfactory receptor neuron Gr21a/63a	trx	58	sNPF	58	sNPF-R	58
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	CHES-1-like	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Fer1	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Kdm4B	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Max	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Mef2	25	sNPF	25	sNPF-R	25
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Myc	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Rbp6	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Rfx	19	sNPF	19	sNPF-R	19
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Stat92E	19	sNPF	19	sNPF-R	19
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Trf2	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	Xbp1	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	crc	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	onecut	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	peb	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	pnt	28	sNPF	28	sNPF-R	28
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	sr	19	sNPF	19	sNPF-R	19
Antenna	adult olfactory receptor neuron Ir56a+, Orco-	trx	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron Ir75d	CHES-1-like	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Fer1	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Kdm4B	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Max	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Mef2	54	sNPF	54	sNPF-R	54
Antenna	adult olfactory receptor neuron Ir75d	Myc	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Rbp6	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Rfx	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Ir75d	Stat92E	30	sNPF	30	sNPF-R	30
Antenna	adult olfactory receptor neuron Ir75d	Trf2	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	Xbp1	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	crc	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	onecut	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	peb	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir75d	pnt	60	sNPF	60	sNPF-R	60
Antenna	adult olfactory receptor neuron Ir75d	sr	51	sNPF	51	sNPF-R	51
Antenna	adult olfactory receptor neuron Ir75d	trx	15	sNPF	15	sNPF-R	15
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	CHES-1-like	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Fer1	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Kdm4B	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Max	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Mef2	14	sNPF	14	sNPF-R	14
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Myc	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Rbp6	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Rfx	20	sNPF	20	sNPF-R	20
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Stat92E	11	sNPF	11	sNPF-R	11
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Trf2	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	Xbp1	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	crc	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	onecut	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	peb	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	pnt	20	sNPF	20	sNPF-R	20
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	sr	14	sNPF	14	sNPF-R	14
Antenna	adult olfactory receptor neuron Ir84a, Ir31a, Ir76a, Ir76b, Ir8a, Or35a	trx	5	sNPF	5	sNPF-R	5
Antenna	adult olfactory receptor neuron Or13a	CHES-1-like	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Fer1	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Kdm4B	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Max	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Mef2	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or13a	Myc	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Rbp6	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Rfx	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or13a	Stat92E	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or13a	Trf2	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	Xbp1	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	crc	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	onecut	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	peb	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or13a	pnt	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or13a	sr	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or13a	trx	4	sNPF	4	sNPF-R	4
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	CHES-1-like	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Fer1	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Kdm4B	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Max	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Mef2	200	sNPF	200	sNPF-R	200
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Myc	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Rbp6	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Rfx	155	sNPF	155	sNPF-R	155
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Stat92E	191	sNPF	191	sNPF-R	191
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Trf2	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	Xbp1	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	crc	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	onecut	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	peb	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	pnt	272	sNPF	272	sNPF-R	272
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	sr	221	sNPF	221	sNPF-R	221
Antenna	adult olfactory receptor neuron Or22a, Or42b, Or59b	trx	68	sNPF	68	sNPF-R	68
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	CHES-1-like	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Fer1	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Kdm4B	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Max	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Mef2	197	sNPF	197	sNPF-R	197
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Myc	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Rbp6	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Rfx	176	sNPF	176	sNPF-R	176
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Stat92E	161	sNPF	161	sNPF-R	161
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Trf2	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	Xbp1	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	crc	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	onecut	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	peb	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	pnt	248	sNPF	248	sNPF-R	248
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	sr	179	sNPF	179	sNPF-R	179
Antenna	adult olfactory receptor neuron Or47a, Or56a and likely other ORN types	trx	62	sNPF	62	sNPF-R	62
Antenna	adult olfactory receptor neuron Or47b	CHES-1-like	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Fer1	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Kdm4B	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Max	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Mef2	34	sNPF	34	sNPF-R	34
Antenna	adult olfactory receptor neuron Or47b	Myc	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Rbp6	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Rfx	37	sNPF	37	sNPF-R	37
Antenna	adult olfactory receptor neuron Or47b	Stat92E	34	sNPF	34	sNPF-R	34
Antenna	adult olfactory receptor neuron Or47b	Trf2	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	Xbp1	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	crc	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	onecut	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	peb	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or47b	pnt	52	sNPF	52	sNPF-R	52
Antenna	adult olfactory receptor neuron Or47b	sr	37	sNPF	37	sNPF-R	37
Antenna	adult olfactory receptor neuron Or47b	trx	13	sNPF	13	sNPF-R	13
Antenna	adult olfactory receptor neuron Or65	CHES-1-like	24	sNPF	24	sNPF-R	24
