tname	annotation	tfgenename	tfcount	npgenename	npcount	nprgenename	nprcount
Head	adult brain perineurial glial cell	Atac3	37	sNPF	37	sNPF-R	37
Head	adult brain perineurial glial cell	CG16779	8	AstA	8	AstA-R1	8
Head	adult brain perineurial glial cell	CG16779	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	CG44247	4	FMRFa	4	FMRFaR	4
Head	adult brain perineurial glial cell	CG44247	147	sNPF	147	sNPF-R	147
Head	adult brain perineurial glial cell	Cf2	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	CrebB	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	E2f1	3	AstC	3	AstC-R2	3
Head	adult brain perineurial glial cell	Mef2	111	sNPF	111	sNPF-R	111
Head	adult brain perineurial glial cell	Psi	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	Rbp6	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	Rfx	3	AstC	3	AstC-R2	3
Head	adult brain perineurial glial cell	Rfx	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	Rx	8	AstA	8	AstA-R1	8
Head	adult brain perineurial glial cell	Tet	8	AstA	8	AstA-R1	8
Head	adult brain perineurial glial cell	Tet	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	Trf2	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	bru3	8	AstA	8	AstA-R1	8
Head	adult brain perineurial glial cell	crp	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	dimm	3	AstC	3	AstC-R2	3
Head	adult brain perineurial glial cell	hth	32	AstA	32	AstA-R1	32
Head	adult brain perineurial glial cell	hth	156	sNPF	156	sNPF-R	156
Head	adult brain perineurial glial cell	luna	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	onecut	105	sNPF	105	sNPF-R	105
Head	adult brain perineurial glial cell	sima	42	sNPF	42	sNPF-R	42
Head	adult brain perineurial glial cell	sr	4	FMRFa	4	FMRFaR	4
Head	adult brain perineurial glial cell	sr	126	sNPF	126	sNPF-R	126
Head	adult brain perineurial glial cell	svp	87	sNPF	87	sNPF-R	87
Head	adult fat body	Atac3	1	sNPF	1	sNPF-R	1
Head	adult fat body	CG16779	1	sNPF	1	sNPF-R	1
Head	adult fat body	CG44247	4	sNPF	4	sNPF-R	4
Head	adult fat body	Cf2	1	sNPF	1	sNPF-R	1
Head	adult fat body	CrebB	1	sNPF	1	sNPF-R	1
Head	adult fat body	Mef2	4	sNPF	4	sNPF-R	4
Head	adult fat body	Psi	1	sNPF	1	sNPF-R	1
Head	adult fat body	Rbp6	1	sNPF	1	sNPF-R	1
Head	adult fat body	Rfx	1	sNPF	1	sNPF-R	1
Head	adult fat body	Tet	1	sNPF	1	sNPF-R	1
Head	adult fat body	Trf2	1	sNPF	1	sNPF-R	1
Head	adult fat body	crp	1	sNPF	1	sNPF-R	1
Head	adult fat body	hth	4	sNPF	4	sNPF-R	4
Head	adult fat body	luna	1	sNPF	1	sNPF-R	1
Head	adult fat body	onecut	1	sNPF	1	sNPF-R	1
Head	adult fat body	sima	1	sNPF	1	sNPF-R	1
Head	adult fat body	sr	4	sNPF	4	sNPF-R	4
Head	adult fat body	svp	4	sNPF	4	sNPF-R	4
Head	adult lamina epithelial/marginal glial cell	Atac3	10	sNPF	10	sNPF-R	10
Head	adult lamina epithelial/marginal glial cell	CG16779	3	AstA	3	AstA-R1	3
Head	adult lamina epithelial/marginal glial cell	CG16779	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	CG44247	4	FMRFa	4	FMRFaR	4
Head	adult lamina epithelial/marginal glial cell	CG44247	49	sNPF	49	sNPF-R	49
Head	adult lamina epithelial/marginal glial cell	Cf2	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	CrebB	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	Mef2	31	sNPF	31	sNPF-R	31
Head	adult lamina epithelial/marginal glial cell	Psi	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	Rbp6	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	Rfx	1	NPF	1	NPFR	1
Head	adult lamina epithelial/marginal glial cell	Rfx	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	Rx	3	AstA	3	AstA-R1	3
Head	adult lamina epithelial/marginal glial cell	Tet	3	AstA	3	AstA-R1	3
Head	adult lamina epithelial/marginal glial cell	Tet	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	Trf2	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	bru3	3	AstA	3	AstA-R1	3
Head	adult lamina epithelial/marginal glial cell	crp	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	dimm	1	NPF	1	NPFR	1
Head	adult lamina epithelial/marginal glial cell	hth	12	AstA	12	AstA-R1	12
Head	adult lamina epithelial/marginal glial cell	hth	52	sNPF	52	sNPF-R	52
Head	adult lamina epithelial/marginal glial cell	luna	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	onecut	28	sNPF	28	sNPF-R	28
Head	adult lamina epithelial/marginal glial cell	sima	13	sNPF	13	sNPF-R	13
Head	adult lamina epithelial/marginal glial cell	sr	4	FMRFa	4	FMRFaR	4
Head	adult lamina epithelial/marginal glial cell	sr	40	sNPF	40	sNPF-R	40
Head	adult lamina epithelial/marginal glial cell	svp	19	sNPF	19	sNPF-R	19
Head	adult olfactory receptor neuron Gr21a/63a	Atac3	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	CG16779	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	CG44247	8	sNPF	8	sNPF-R	8
Head	adult olfactory receptor neuron Gr21a/63a	Cf2	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	CrebB	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	Mef2	5	sNPF	5	sNPF-R	5
Head	adult olfactory receptor neuron Gr21a/63a	Psi	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	Rbp6	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	Rfx	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	Tet	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	Trf2	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	crp	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	hth	8	sNPF	8	sNPF-R	8
Head	adult olfactory receptor neuron Gr21a/63a	luna	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	onecut	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	sima	2	sNPF	2	sNPF-R	2
Head	adult olfactory receptor neuron Gr21a/63a	sr	5	sNPF	5	sNPF-R	5
Head	adult olfactory receptor neuron Gr21a/63a	svp	5	sNPF	5	sNPF-R	5
Head	adult optic chiasma glial cell	Atac3	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	CG16779	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	CG44247	4	FMRFa	4	FMRFaR	4
Head	adult optic chiasma glial cell	CG44247	8	sNPF	8	sNPF-R	8
Head	adult optic chiasma glial cell	Cf2	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	CrebB	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Mef2	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Psi	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Rbp6	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Rfx	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Tet	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	Trf2	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	crp	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	hth	8	sNPF	8	sNPF-R	8
Head	adult optic chiasma glial cell	luna	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	onecut	5	sNPF	5	sNPF-R	5
Head	adult optic chiasma glial cell	sima	2	sNPF	2	sNPF-R	2
Head	adult optic chiasma glial cell	sr	1	FMRFa	1	FMRFaR	1
Head	adult optic chiasma glial cell	sr	5	sNPF	5	sNPF-R	5
Head	adult optic chiasma glial cell	svp	5	sNPF	5	sNPF-R	5
Head	adult reticular neuropil associated glial cell	Atac3	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	CG16779	7	AstA	7	AstA-R1	7
Head	adult reticular neuropil associated glial cell	CG16779	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	CG44247	4	FMRFa	4	FMRFaR	4
Head	adult reticular neuropil associated glial cell	CG44247	138	sNPF	138	sNPF-R	138
Head	adult reticular neuropil associated glial cell	Cf2	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	CrebB	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	E2f1	3	AstC	3	AstC-R2	3
Head	adult reticular neuropil associated glial cell	Mef2	75	sNPF	75	sNPF-R	75
Head	adult reticular neuropil associated glial cell	Psi	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	Rbp6	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	Rfx	3	AstC	3	AstC-R2	3
Head	adult reticular neuropil associated glial cell	Rfx	1	NPF	1	NPFR	1
Head	adult reticular neuropil associated glial cell	Rfx	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	Rx	7	AstA	7	AstA-R1	7
Head	adult reticular neuropil associated glial cell	Tet	7	AstA	7	AstA-R1	7
Head	adult reticular neuropil associated glial cell	Tet	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	Trf2	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	bru3	7	AstA	7	AstA-R1	7
Head	adult reticular neuropil associated glial cell	crp	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	dimm	3	AstC	3	AstC-R2	3
Head	adult reticular neuropil associated glial cell	dimm	1	NPF	1	NPFR	1
Head	adult reticular neuropil associated glial cell	hth	28	AstA	28	AstA-R1	28
Head	adult reticular neuropil associated glial cell	hth	144	sNPF	144	sNPF-R	144
Head	adult reticular neuropil associated glial cell	luna	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	onecut	81	sNPF	81	sNPF-R	81
Head	adult reticular neuropil associated glial cell	sima	36	sNPF	36	sNPF-R	36
Head	adult reticular neuropil associated glial cell	sr	4	FMRFa	4	FMRFaR	4
Head	adult reticular neuropil associated glial cell	sr	96	sNPF	96	sNPF-R	96
Head	adult reticular neuropil associated glial cell	svp	84	sNPF	84	sNPF-R	84
Head	alpha/beta Kenyon cell	Atac3	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	CG16779	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	CG44247	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	Cf2	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	CrebB	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	E2f1	1	AstC	1	AstC-R2	1
Head	alpha/beta Kenyon cell	Mef2	4	sNPF	4	sNPF-R	4
Head	alpha/beta Kenyon cell	Psi	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	Rbp6	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	Rfx	1	AstC	1	AstC-R2	1
Head	alpha/beta Kenyon cell	Rfx	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	Tet	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	Trf2	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	crp	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	dimm	1	AstC	1	AstC-R2	1
Head	alpha/beta Kenyon cell	hth	4	sNPF	4	sNPF-R	4
Head	alpha/beta Kenyon cell	luna	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	onecut	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	sima	1	sNPF	1	sNPF-R	1
Head	alpha/beta Kenyon cell	sr	4	sNPF	4	sNPF-R	4
Head	alpha/beta Kenyon cell	svp	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	Atac3	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	CG16779	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	CG44247	13	sNPF	13	sNPF-R	13
Head	alpha´/beta´ Kenyon cell	Cf2	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	CrebB	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	E2f1	1	AstC	1	AstC-R2	1
Head	alpha´/beta´ Kenyon cell	Mef2	7	sNPF	7	sNPF-R	7
Head	alpha´/beta´ Kenyon cell	Psi	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	Rbp6	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	Rfx	1	AstC	1	AstC-R2	1
Head	alpha´/beta´ Kenyon cell	Rfx	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	Tet	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	Trf2	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	crp	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	dimm	1	AstC	1	AstC-R2	1
Head	alpha´/beta´ Kenyon cell	hth	16	sNPF	16	sNPF-R	16
Head	alpha´/beta´ Kenyon cell	luna	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	onecut	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	sima	4	sNPF	4	sNPF-R	4
Head	alpha´/beta´ Kenyon cell	sr	10	sNPF	10	sNPF-R	10
Head	alpha´/beta´ Kenyon cell	svp	16	sNPF	16	sNPF-R	16
Head	antennal lobe projection neuron	CG16779	1	AstA	1	AstA-R1	1
Head	antennal lobe projection neuron	Rx	1	AstA	1	AstA-R1	1
Head	antennal lobe projection neuron	Tet	1	AstA	1	AstA-R1	1
Head	antennal lobe projection neuron	bru3	1	AstA	1	AstA-R1	1
Head	antennal lobe projection neuron	hth	4	AstA	4	AstA-R1	4
Head	artefact	Atac3	128	sNPF	128	sNPF-R	128
Head	artefact	CG16779	19	AstA	19	AstA-R1	19
Head	artefact	CG16779	128	sNPF	128	sNPF-R	128
Head	artefact	CG44247	32	FMRFa	32	FMRFaR	32
Head	artefact	CG44247	482	sNPF	482	sNPF-R	482
Head	artefact	Cf2	128	sNPF	128	sNPF-R	128
Head	artefact	CrebB	128	sNPF	128	sNPF-R	128
Head	artefact	E2f1	21	AstC	21	AstC-R2	21
Head	artefact	Mef2	341	sNPF	341	sNPF-R	341
Head	artefact	Psi	128	sNPF	128	sNPF-R	128
Head	artefact	Rbp6	128	sNPF	128	sNPF-R	128
Head	artefact	Rfx	21	AstC	21	AstC-R2	21
Head	artefact	Rfx	1	NPF	1	NPFR	1
Head	artefact	Rfx	128	sNPF	128	sNPF-R	128
Head	artefact	Rx	19	AstA	19	AstA-R1	19
Head	artefact	Tet	20	AstA	20	AstA-R1	20
Head	artefact	Tet	128	sNPF	128	sNPF-R	128
Head	artefact	Trf2	128	sNPF	128	sNPF-R	128
Head	artefact	bru3	19	AstA	19	AstA-R1	19
Head	artefact	crp	128	sNPF	128	sNPF-R	128
Head	artefact	dimm	21	AstC	21	AstC-R2	21
Head	artefact	dimm	1	NPF	1	NPFR	1
Head	artefact	hth	76	AstA	76	AstA-R1	76
Head	artefact	hth	512	sNPF	512	sNPF-R	512
Head	artefact	luna	128	sNPF	128	sNPF-R	128
Head	artefact	onecut	128	sNPF	128	sNPF-R	128
Head	artefact	sima	128	sNPF	128	sNPF-R	128
Head	artefact	sr	29	FMRFa	29	FMRFaR	29
Head	artefact	sr	362	sNPF	362	sNPF-R	362
Head	artefact	svp	332	sNPF	332	sNPF-R	332
Head	auditory sensory neuron	Atac3	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	CG16779	1	AstA	1	AstA-R1	1
Head	auditory sensory neuron	CG16779	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	CG44247	32	sNPF	32	sNPF-R	32
Head	auditory sensory neuron	Cf2	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	CrebB	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	Mef2	17	sNPF	17	sNPF-R	17
Head	auditory sensory neuron	Psi	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	Rbp6	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	Rfx	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	Rx	1	AstA	1	AstA-R1	1
Head	auditory sensory neuron	Tet	1	AstA	1	AstA-R1	1
Head	auditory sensory neuron	Tet	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	Trf2	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	bru3	1	AstA	1	AstA-R1	1
Head	auditory sensory neuron	crp	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	hth	4	AstA	4	AstA-R1	4
Head	auditory sensory neuron	hth	32	sNPF	32	sNPF-R	32
Head	auditory sensory neuron	luna	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	onecut	23	sNPF	23	sNPF-R	23
Head	auditory sensory neuron	sima	8	sNPF	8	sNPF-R	8
Head	auditory sensory neuron	sr	23	sNPF	23	sNPF-R	23
Head	auditory sensory neuron	svp	20	sNPF	20	sNPF-R	20
Head	centrifugal neuron C2	Atac3	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	CG16779	6	AstA	6	AstA-R1	6
Head	centrifugal neuron C2	CG16779	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	CG44247	4	sNPF	4	sNPF-R	4
Head	centrifugal neuron C2	Cf2	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	CrebB	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Mef2	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Psi	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Rbp6	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Rfx	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Rx	6	AstA	6	AstA-R1	6
Head	centrifugal neuron C2	Tet	6	AstA	6	AstA-R1	6
Head	centrifugal neuron C2	Tet	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	Trf2	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	bru3	6	AstA	6	AstA-R1	6
Head	centrifugal neuron C2	crp	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	hth	24	AstA	24	AstA-R1	24
Head	centrifugal neuron C2	hth	4	sNPF	4	sNPF-R	4
Head	centrifugal neuron C2	luna	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	onecut	4	sNPF	4	sNPF-R	4
Head	centrifugal neuron C2	sima	1	sNPF	1	sNPF-R	1
Head	centrifugal neuron C2	sr	4	sNPF	4	sNPF-R	4
Head	centrifugal neuron C2	svp	4	sNPF	4	sNPF-R	4
Head	centrifugal neuron C3	CG44247	4	FMRFa	4	FMRFaR	4
Head	centrifugal neuron C3	sr	4	FMRFa	4	FMRFaR	4
Head	columnar neuron T1	Atac3	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	CG16779	5	AstA	5	AstA-R1	5
Head	columnar neuron T1	CG16779	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	CG44247	4	FMRFa	4	FMRFaR	4
Head	columnar neuron T1	CG44247	78	sNPF	78	sNPF-R	78
Head	columnar neuron T1	Cf2	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	CrebB	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	E2f1	11	AstC	11	AstC-R2	11
Head	columnar neuron T1	Mef2	45	sNPF	45	sNPF-R	45
Head	columnar neuron T1	Psi	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	Rbp6	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	Rfx	11	AstC	11	AstC-R2	11
Head	columnar neuron T1	Rfx	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	Rx	5	AstA	5	AstA-R1	5
Head	columnar neuron T1	Tet	5	AstA	5	AstA-R1	5
Head	columnar neuron T1	Tet	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	Trf2	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	bru3	5	AstA	5	AstA-R1	5
Head	columnar neuron T1	crp	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	dimm	11	AstC	11	AstC-R2	11
Head	columnar neuron T1	hth	20	AstA	20	AstA-R1	20
Head	columnar neuron T1	hth	81	sNPF	81	sNPF-R	81
Head	columnar neuron T1	luna	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	onecut	24	sNPF	24	sNPF-R	24
Head	columnar neuron T1	sima	21	sNPF	21	sNPF-R	21
Head	columnar neuron T1	sr	4	FMRFa	4	FMRFaR	4
Head	columnar neuron T1	sr	60	sNPF	60	sNPF-R	60
Head	columnar neuron T1	svp	39	sNPF	39	sNPF-R	39
Head	cone cell	Atac3	21	sNPF	21	sNPF-R	21
Head	cone cell	CG16779	2	AstA	2	AstA-R1	2
Head	cone cell	CG16779	21	sNPF	21	sNPF-R	21
Head	cone cell	CG44247	81	sNPF	81	sNPF-R	81
Head	cone cell	Cf2	21	sNPF	21	sNPF-R	21
Head	cone cell	CrebB	21	sNPF	21	sNPF-R	21
Head	cone cell	E2f1	3	AstC	3	AstC-R2	3
Head	cone cell	Mef2	63	sNPF	63	sNPF-R	63
Head	cone cell	Psi	21	sNPF	21	sNPF-R	21
Head	cone cell	Rbp6	21	sNPF	21	sNPF-R	21
Head	cone cell	Rfx	3	AstC	3	AstC-R2	3
Head	cone cell	Rfx	21	sNPF	21	sNPF-R	21
Head	cone cell	Rx	2	AstA	2	AstA-R1	2
Head	cone cell	Tet	2	AstA	2	AstA-R1	2
Head	cone cell	Tet	21	sNPF	21	sNPF-R	21
Head	cone cell	Trf2	21	sNPF	21	sNPF-R	21
Head	cone cell	bru3	2	AstA	2	AstA-R1	2
Head	cone cell	crp	21	sNPF	21	sNPF-R	21
Head	cone cell	dimm	3	AstC	3	AstC-R2	3
Head	cone cell	hth	8	AstA	8	AstA-R1	8
Head	cone cell	hth	78	sNPF	78	sNPF-R	78
Head	cone cell	luna	21	sNPF	21	sNPF-R	21
Head	cone cell	onecut	54	sNPF	54	sNPF-R	54
Head	cone cell	sima	21	sNPF	21	sNPF-R	21
Head	cone cell	sr	69	sNPF	69	sNPF-R	69
Head	cone cell	svp	45	sNPF	45	sNPF-R	45
Head	distal medullary amacrine neuron Dm10	Atac3	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	CG16779	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm10	CG16779	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	CG44247	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm10	Cf2	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	CrebB	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	Mef2	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm10	Psi	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	Rbp6	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	Rfx	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	Rx	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm10	Tet	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm10	Tet	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	Trf2	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	bru3	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm10	crp	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	hth	4	AstA	4	AstA-R1	4
Head	distal medullary amacrine neuron Dm10	hth	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm10	luna	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	onecut	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	sima	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	sr	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm10	svp	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm12	CG16779	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm12	Rx	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm12	Tet	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm12	bru3	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm12	hth	4	AstA	4	AstA-R1	4
Head	distal medullary amacrine neuron Dm3	CG16779	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm3	Rx	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm3	Tet	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm3	bru3	1	AstA	1	AstA-R1	1
Head	distal medullary amacrine neuron Dm3	hth	4	AstA	4	AstA-R1	4
Head	distal medullary amacrine neuron Dm8	Atac3	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	CG16779	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	CG44247	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm8	Cf2	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	CrebB	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	E2f1	1	AstC	1	AstC-R2	1
Head	distal medullary amacrine neuron Dm8	Mef2	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm8	Psi	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	Rbp6	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	Rfx	1	AstC	1	AstC-R2	1
Head	distal medullary amacrine neuron Dm8	Rfx	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	Tet	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	Trf2	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	crp	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	dimm	1	AstC	1	AstC-R2	1
Head	distal medullary amacrine neuron Dm8	hth	8	sNPF	8	sNPF-R	8
Head	distal medullary amacrine neuron Dm8	luna	2	sNPF	2	sNPF-R	2
Head	distal medullary amacrine neuron Dm8	onecut	2	sNPF	2	sNPF-R	2
